Ref_Date,City,Province,Police Dept.,Type,Geographical classification,STATISTICS,Vector,Coordinate,Value
2013,Sarnia, Ontario,, municipal,35261,Crime severity index,v65810861,389.9,74.18
2013,Saskatoon, Saskatchewan,, municipal,47066,Crime severity index,v65811953,480.9,109.79
2013,Saugeen Shores, Ontario,, municipal,35240,Crime severity index,v65810825,386.9,48.25
2013,Sault Ste. Marie, Ontario,, municipal,35262,Crime severity index,v65810873,390.9,79.96
2013,Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal,35134,Crime severity index,v65810165,331.9,41.26
2013,Sault Ste. Marie (Macdonald/Meredith), Ontario, Ontario Provincial Police, municipal,35132,Crime severity index,v65810153,330.9,9.04
2013,Schefferville, Quebec,, municipal,24181,Crime severity index,v65807861,139.9,..
2013,Schreiber (Terrace Bay), Ontario, Ontario Provincial Police, municipal,35115,Crime severity index,v65810033,320.9,36.63
2013,Sechelt, British Columbia, Royal Canadian Mounted Police, municipal,59863,Crime severity index,v65814195,667.9,62.61
2013,Selkirk, Manitoba, Royal Canadian Mounted Police, municipal,46804,Crime severity index,v65811821,469.9,139.48
2013,Selwyn, Ontario, Ontario Provincial Police, municipal,35023,Crime severity index,v65809193,250.9,20.61
2013,Sept-�les, Quebec,, municipal,24318,Crime severity index,v65808641,204.9,..
2013,Shaunavon, Saskatchewan, Royal Canadian Mounted Police, municipal,47900,Crime severity index,v65812313,510.9,..
2013,Shawinigan, Quebec,, municipal,24321,Crime severity index,v65808653,205.9,..
2013,Shawinigan, Quebec,, municipal,24236,Crime severity index,v65808209,168.9,..
2013,Shawinigan-sud, Quebec,, municipal,24322,Crime severity index,v65808665,206.9,..
2013,Shelburne, Nova Scotia, Royal Canadian Mounted Police, municipal,12836,Crime severity index,v65806625,36.9,168.32
2013,Shelburne, Ontario,, municipal,35265,Crime severity index,v65810885,391.9,27.57
2013,Sherbrooke, Quebec,, municipal,24323,Crime severity index,v65808677,207.9,58.40
2013,Sidney, British Columbia, Royal Canadian Mounted Police, municipal,59925,Crime severity index,v65814327,678.9,42.02
2013,Siksika Nation, Alberta,, municipal,48092,Crime severity index,v65812649,538.9,..
2013,Sillery, Quebec,, municipal,24324,Crime severity index,v65808689,208.9,..
2013,Sioux Narrows/Nestor Falls, Ontario, Ontario Provincial Police, municipal,35031,Crime severity index,v65809289,258.9,..
2013,Six Nations, Ontario,, municipal,35210,Crime severity index,v65810753,380.9,245.50
2013,Slave Lake, Alberta, Royal Canadian Mounted Police, municipal,48858,Crime severity index,v65813105,576.9,168.10
2013,Smithers, British Columbia, Royal Canadian Mounted Police, municipal,59866,Crime severity index,v65814219,669.9,135.08
2013,Smiths Falls, Ontario,, municipal,35268,Crime severity index,v65810897,392.9,95.33
2013,Smooth Rock Falls, Ontario, Ontario Provincial Police, municipal,35079,Crime severity index,v65809721,294.9,43.30
2013,Sooke, British Columbia, Royal Canadian Mounted Police, municipal,59020,Crime severity index,v65813573,615.9,56.39
2013,Sorel-tracy, Quebec,, municipal,24325,Crime severity index,v65808701,209.9,..
2013,Souris, Manitoba, Royal Canadian Mounted Police, municipal,46729,Crime severity index,v65811593,450.9,41.43
2013,South Bruce (Kincardine), Ontario, Ontario Provincial Police, municipal,35482,Crime severity index,v65811293,425.9,47.36
2013,South Simcoe (Innisfil), Ontario,, municipal,35275,Crime severity index,v65810921,394.9,32.06
2013,Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal,35469,Crime severity index,v65811197,417.9,57.77
2013,Spallumcheen, British Columbia, Royal Canadian Mounted Police, municipal,59038,Crime severity index,v80750946,725.9,52.15
2013,Spallumcheen, British Columbia, Royal Canadian Mounted Police, rural,59718,Crime severity index,v65813787,633.9,..
2013,Springhill, Nova Scotia,, municipal,12043,Crime severity index,v65806433,20.9,139.55
2013,Spruce Grove, Alberta, Royal Canadian Mounted Police, municipal,48795,Crime severity index,v65812913,560.9,77.23
2013,Squamish, British Columbia, Royal Canadian Mounted Police, municipal,59870,Crime severity index,v65814231,670.9,97.23
2013,St. Adolphe-d'howard, Quebec,, municipal,24092,Crime severity index,v65807237,87.9,..
2013,St. Albert, Alberta, Royal Canadian Mounted Police, municipal,48770,Crime severity index,v65812805,551.9,45.47
2013,St. Andrews, New Brunswick, Royal Canadian Mounted Police, municipal,13704,Crime severity index,v65806805,51.9,129.34
2013,St. Basile-le-grand, Quebec,, municipal,24048,Crime severity index,v65807057,72.9,..
2013,St. Bruno, Quebec,, municipal,24246,Crime severity index,v65808293,175.9,..
2013,St. C�saire, Quebec,, municipal,24239,Crime severity index,v65808245,171.9,..
2013,St. Donat, Quebec,, municipal,24252,Crime severity index,v65808305,176.9,..
2013,St. Eustache, Quebec,, municipal,24257,Crime severity index,v65808341,179.9,55.73
2013,St. F�licien, Quebec,, municipal,24261,Crime severity index,v65808389,183.9,..
2013,St. Georges, Quebec,, municipal,24266,Crime severity index,v65808413,185.9,..
2013,St. Hubert, Quebec,, municipal,24269,Crime severity index,v65808449,188.9,..
2013,St. Hyacinthe, Quebec,, municipal,24271,Crime severity index,v65808461,189.9,..
2013,St. John's, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal,10500,Crime severity index,v65806205,1.9,78.38
2013,St. J�r�me, Quebec,, municipal,24275,Crime severity index,v65808509,193.9,96.89
2013,St. Lambert, Quebec,, municipal,24145,Crime severity index,v65807585,116.9,..
2013,St. Lazare, Quebec,, municipal,24286,Crime severity index,v65808533,195.9,..
2013,St. Luc, Quebec,, municipal,24138,Crime severity index,v65807525,111.9,..
2013,St. Paul, Alberta, Royal Canadian Mounted Police, municipal,48772,Crime severity index,v65812817,552.9,202.14
2013,St. R�mi, Quebec,, municipal,24300,Crime severity index,v65808581,199.9,..
2013,St. Stephen-milltown, New Brunswick,, municipal,13032,Crime severity index,v65806745,46.9,..
2013,St. Thomas, Ontario,, municipal,35258,Crime severity index,v65810849,388.9,41.12
2013,St.sauveur-des-monts, Quebec,, municipal,24304,Crime severity index,v65808605,201.9,..
2013,Ste. Ad�le, Quebec,, municipal,24238,Crime severity index,v65808233,170.9,..
2013,Ste. Agathe-des-monts, Quebec,, municipal,24242,Crime severity index,v65808269,173.9,..
2013,Ste. Anne, Manitoba,, municipal,46068,Crime severity index,v65811569,448.9,53.96
2013,Ste. Foy, Quebec,, municipal,24262,Crime severity index,v65808401,184.9,..
2013,Ste. Julie, Quebec,, municipal,24371,Crime severity index,v65808869,223.9,..
2013,Ste. Marie, Quebec,, municipal,24291,Crime severity index,v65808545,196.9,28.46
2013,Ste. Th�r�se, Quebec,, municipal,24306,Crime severity index,v65808629,203.9,..
2013,Steinbach, Manitoba, Royal Canadian Mounted Police, municipal,46816,Crime severity index,v65811845,471.9,67.63
2013,Stellarton, Nova Scotia,, municipal,12044,Crime severity index,v65806445,21.9,54.25
2013,Stettler, Alberta, Royal Canadian Mounted Police, municipal,48886,Crime severity index,v65813213,585.9,101.71
2013,Stirling, Ontario,, municipal,35273,Crime severity index,v65810909,393.9,30.88
2013,Stl'atl'imx Tribal (Lillooet-Pemberton), British Columbia,, municipal,59002,Crime severity index,v65813441,604.9,145.37
2013,Stonewall, Manitoba, Royal Canadian Mounted Police, municipal,46806,Crime severity index,v65811833,470.9,52.52
2013,Stony Plain, Alberta, Royal Canadian Mounted Police, municipal,48796,Crime severity index,v65812925,561.9,63.75
2013,Stormont/Dundas/Glengarry, Ontario, Ontario Provincial Police, municipal,35089,Crime severity index,v65809793,300.9,33.21
2013,Stoughton, Saskatchewan,, municipal,47095,Crime severity index,v65812001,484.9,..
2013,Stratford, Prince Edward Island, Royal Canadian Mounted Police, municipal,11714,Crime severity index,v65806301,9.9,51.90
2013,Stratford, Ontario,, municipal,35281,Crime severity index,v65810933,395.9,57.00
2013,Strathcona, Alberta, Royal Canadian Mounted Police, municipal,48768,Crime severity index,v65812793,550.9,50.23
2013,Strathmore, Alberta, Royal Canadian Mounted Police, municipal,48903,Crime severity index,v65813333,595.9,103.41
2013,Strathroy-Caradoc, Ontario,, municipal,35282,Crime severity index,v65810945,396.9,39.05
2013,Sturgeon Falls, Ontario,, municipal,35284,Crime severity index,v65810957,397.9,34.94
2013,Summerland, British Columbia, Royal Canadian Mounted Police, municipal,59741,Crime severity index,v65813871,640.9,36.02
2013,Summerside, Prince Edward Island,, municipal,11007,Crime severity index,v65806253,5.9,115.52
2013,Superior East (Wawa), Ontario, Ontario Provincial Police, municipal,35375,Crime severity index,v65811101,409.9,65.79
2013,Surrey, British Columbia, Royal Canadian Mounted Police, municipal,59704,Crime severity index,v65813703,626.9,114.32
2013,Swan Hills, Alberta, Royal Canadian Mounted Police, municipal,48801,Crime severity index,v65812985,566.9,..
2013,Swan River, Manitoba, Royal Canadian Mounted Police, municipal,46770,Crime severity index,v65811713,460.9,268.83
2013,Swift Current, Saskatchewan, Royal Canadian Mounted Police, municipal,47906,Crime severity index,v65812325,511.9,89.02
2013,Sydney, Nova Scotia,, municipal,12048,Crime severity index,v65806457,22.9,..
2013,Sylvan Lake, Alberta, Royal Canadian Mounted Police, municipal,48904,Crime severity index,v65813345,596.9,79.21
2013,Taber, Alberta,, municipal,48088,Crime severity index,v65812613,535.9,75.23
2013,Taloyoak, Nunavut, Royal Canadian Mounted Police, rural,62010,Crime severity index,v66461436,77.1,0
2013,Taloyoak, Northwest Territories, Royal Canadian Mounted Police, rural,61773,Crime severity index,v66461154,54.1,..
2013,Tecumseh, Ontario, Ontario Provincial Police, municipal,35506,Crime severity index,v65811413,435.9,22.54
2013,Temiskaming (Dymond), Ontario, Ontario Provincial Police, municipal,35059,Crime severity index,v65809577,282.9,..
2013,Temiskaming (New Liskeard), Ontario, Ontario Provincial Police, municipal,35176,Crime severity index,v65810549,363.9,..
2013,Temiskaming (Temagami), Ontario, Ontario Provincial Police, municipal,35060,Crime severity index,v65809589,283.9,..
2013,Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal,35219,Crime severity index,v95715422,727.9,..
2013,Temiskaming Shores, Ontario,, municipal,35192,Crime severity index,v65810681,374.9,..
2013,Terrace, British Columbia, Royal Canadian Mounted Police, municipal,59861,Crime severity index,v65814183,666.9,153.43
2013,Terrace Bay, Ontario,, municipal,35399,Crime severity index,v65811125,411.9,..
2013,Terrebonne, Quebec,, municipal,24333,Crime severity index,v65808713,210.9,55.71
2013,Teslin, Yukon, Royal Canadian Mounted Police, rural,60707,Crime severity index,v66460608,9.1,0
2013,The Blue Mountains, Ontario, Ontario Provincial Police, municipal,35135,Crime severity index,v65810177,332.9,46.49
2013,The Pas, Manitoba, Royal Canadian Mounted Police, municipal,46772,Crime severity index,v65811725,461.9,291.38
2013,Thetford Mines, Quebec,, municipal,24334,Crime severity index,v65808725,211.9,52.17
2013,Thompson, Manitoba, Royal Canadian Mounted Police, municipal,46774,Crime severity index,v65811737,462.9,253.58
2013,Three Hills, Alberta, Royal Canadian Mounted Police, municipal,48905,Crime severity index,v65813357,597.9,..
2013,Thunder Bay, Ontario,, municipal,35299,Crime severity index,v65811005,401.9,83.08
2013,Thunder Bay (Neebing), Ontario, Ontario Provincial Police, municipal,35220,Crime severity index,v95715434,728.9,..
2013,Thunder Bay (Shuniah), Ontario, Ontario Provincial Police, municipal,35033,Crime severity index,v65809313,260.9,33.12
2013,Th�r�se-de-Blainville, Quebec,, municipal,24267,Crime severity index,v65808425,186.9,55.58
2013,Tillsonburg, Ontario,, municipal,35302,Crime severity index,v65961606,696.9,..
2013,Timiskaming First Nations, Quebec,, municipal,24139,Crime severity index,v65807537,112.9,..
2013,Timmins, Ontario,, municipal,35289,Crime severity index,v65810969,398.9,84.98
2013,Tisdale, Saskatchewan, Royal Canadian Mounted Police, municipal,47770,Crime severity index,v65812157,497.9,..
2013,Toronto, Ontario,, municipal,35304,Crime severity index,v65811017,402.9,59.15
2013,Town of Grand Valley, Ontario, Ontario Provincial Police, municipal,35119,Crime severity index,v65810069,323.9,27.43
2013,Tracy, Quebec,, municipal,24336,Crime severity index,v65961522,689.9,..
2013,Trail, British Columbia, Royal Canadian Mounted Police, municipal,59811,Crime severity index,v65814015,652.9,98.25
2013,Treaty Three Communities, Ontario,, municipal,35155,Crime severity index,v65810345,346.9,426.34
2013,Trenton, Ontario,, municipal,35307,Crime severity index,v65811029,403.9,..
2013,Trenton, Nova Scotia,, municipal,12059,Crime severity index,v65806505,26.9,..
2013,Trois-Rivi�res, Quebec,, municipal,24237,Crime severity index,v65808221,169.9,62.88
2013,Trois-rivi�res, Quebec,, municipal,24338,Crime severity index,v65808737,212.9,..
2013,Trois-rivi�res-ouest, Quebec,, municipal,24339,Crime severity index,v65808749,213.9,..
2013,Truro, Nova Scotia,, municipal,12052,Crime severity index,v65806469,23.9,95.96
2013,Tsuu Tina, Alberta,, municipal,48004,Crime severity index,v65812457,522.9,256.28
2013,Tuktoyaktuk, Northwest Territories, Royal Canadian Mounted Police, rural,61737,Crime severity index,v66460986,40.1,0
2013,Tulita, Northwest Territories, Royal Canadian Mounted Police, rural,61734,Crime severity index,v66460962,38.1,0
2013,Tyendinaga, Ontario, Ontario Provincial Police, municipal,35111,Crime severity index,v65809985,316.9,..
2013,Uashat Mak Mani-Utenam, Quebec,, municipal,24177,Crime severity index,v65807813,135.9,297.38
2013,Ulukhaktok, Northwest Territories, Royal Canadian Mounted Police, rural,61711,Crime severity index,v66460878,31.1,0
2013,United Chiefs and Councils of Manitoulin (UCCM) Anishnaabe, Ontario,, municipal,35320,Crime severity index,v65811041,404.9,127.29
2013,Unity, Saskatchewan, Royal Canadian Mounted Police, municipal,47732,Crime severity index,v65812097,492.9,..
2013,Upper Ottawa Valley (Laurentian Hills), Ontario, Ontario Provincial Police, municipal,35173,Crime severity index,v65810537,362.9,24.03
2013,Upper Ottawa Valley (Petawawa), Ontario, Ontario Provincial Police, municipal,35169,Crime severity index,v65810489,358.9,38.58
2013,Val-b�lair, Quebec,, municipal,24342,Crime severity index,v65808773,215.9,..
2013,Val-d'or, Quebec,, municipal,24343,Crime severity index,v65808785,216.9,..
2013,Valcourt, Quebec,, municipal,24340,Crime severity index,v65808761,214.9,..
2013,Valleyview, Alberta, Royal Canadian Mounted Police, municipal,48861,Crime severity index,v65813129,578.9,..
2013,Vall�e-du-richelieu, Quebec,, municipal,24029,Crime severity index,v65806973,65.9,..
2013,Vancouver, British Columbia,, municipal,59023,Crime severity index,v65813597,617.9,105.18
2013,Varennes, Quebec,, municipal,24243,Crime severity index,v65808281,174.9,..
2013,Vaudreuil-dorion, Quebec,, municipal,24346,Crime severity index,v65808809,218.9,..
2013,Vegreville, Alberta, Royal Canadian Mounted Police, municipal,48780,Crime severity index,v65812829,553.9,133.52
2013,Vermilion, Alberta, Royal Canadian Mounted Police, municipal,48782,Crime severity index,v65812841,554.9,..
2013,Vernon, British Columbia, Royal Canadian Mounted Police, municipal,59780,Crime severity index,v65813955,647.9,134.74
2013,Victoria, British Columbia,, municipal,59025,Crime severity index,v65813609,618.9,102.51
2013,Victoriaville, Quebec,, municipal,24351,Crime severity index,v65808821,219.9,..
2013,View Royal, British Columbia, Royal Canadian Mounted Police, municipal,59864,Crime severity index,v65814207,668.9,48.08
2013,Virden, Manitoba, Royal Canadian Mounted Police, municipal,46744,Crime severity index,v65811653,455.9,56.18
2013,Wadena, Saskatchewan, Royal Canadian Mounted Police, municipal,47930,Crime severity index,v65812385,516.9,..
2013,Wainwright, Alberta, Royal Canadian Mounted Police, municipal,48786,Crime severity index,v65812853,555.9,66.64
2013,Warman, Saskatchewan, Royal Canadian Mounted Police, municipal,47956,Crime severity index,v65812433,520.9,35.56
2013,Waskaganish, Quebec,, municipal,24377,Crime severity index,v65808917,227.9,..
2013,Waswanipi, Quebec,, municipal,24376,Crime severity index,v65808905,226.9,..
2013,Waterloo Region (Kitchener), Ontario,, municipal,35291,Crime severity index,v65810993,400.9,56.48
2013,Watrous, Saskatchewan, Royal Canadian Mounted Police, municipal,47865,Crime severity index,v65812277,507.9,..
2013,Watson, Saskatchewan,, municipal,47096,Crime severity index,v65961630,698.9,..
2013,Watson Lake, Yukon, Royal Canadian Mounted Police, rural,60708,Crime severity index,v66460620,10.1,487.38
2013,Wellington County, Ontario, Ontario Provincial Police, municipal,35073,Crime severity index,v65809661,289.9,29.08
2013,Wemindji, Quebec,, municipal,24378,Crime severity index,v65808929,228.9,..
2013,Wemotaci, Quebec,, municipal,24150,Crime severity index,v65807621,119.9,240.20
2013,Wendake First Nations, Quebec,, municipal,24160,Crime severity index,v65807705,126.9,64.14
2013,West Grey, Ontario,, municipal,35088,Crime severity index,v65809781,299.9,31.99
2013,West Kelowna, British Columbia, Royal Canadian Mounted Police, municipal,59027,Crime severity index,v65813633,620.9,61.39
2013,West Vancouver, British Columbia,, municipal,59026,Crime severity index,v65813621,619.9,44.39
2013,Westlock, Alberta, Royal Canadian Mounted Police, municipal,48799,Crime severity index,v65812961,564.9,..
2013,Westville, Nova Scotia,, municipal,12054,Crime severity index,v65806481,24.9,44.81
2013,Wetaskiwin, Alberta, Royal Canadian Mounted Police, municipal,48890,Crime severity index,v65813237,587.9,141.92
2013,Weyburn, Saskatchewan,, municipal,47083,Crime severity index,v65811965,481.9,82.06
2013,Wha Ti, Northwest Territories, Royal Canadian Mounted Police, rural,61713,Crime severity index,v66460902,33.1,0
2013,Whale Cove, Nunavut, Royal Canadian Mounted Police, rural,62027,Crime severity index,v66461604,91.1,0
2013,Whapmagoostui, Quebec,, municipal,24201,Crime severity index,v65807945,146.9,..
2013,Whistler, British Columbia, Royal Canadian Mounted Police, municipal,59784,Crime severity index,v65813979,649.9,129.83
2013,White Rock, British Columbia, Royal Canadian Mounted Police, municipal,59880,Crime severity index,v65814255,672.9,56.73
2013,Whitecourt, Alberta, Royal Canadian Mounted Police, municipal,48789,Crime severity index,v65812865,556.9,143.41
2013,Whitehorse, Yukon, Royal Canadian Mounted Police, rural,60709,Crime severity index,v66460632,11.1,137.45
2013,Whitehorse, Yukon, Royal Canadian Mounted Police, rural,60711,Crime severity index,v66460644,12.1,..
2013,Wiarton (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal,35489,Crime severity index,v65811341,429.9,44.86
2013,Wikwemikong, Ontario,, municipal,35130,Crime severity index,v65810141,329.9,271.81
2013,Wilkie, Saskatchewan, Royal Canadian Mounted Police, municipal,47730,Crime severity index,v65812085,491.9,..
2013,Williams Lake, British Columbia, Royal Canadian Mounted Police, municipal,59927,Crime severity index,v65814351,680.9,216.43
2013,Windsor, Nova Scotia, Royal Canadian Mounted Police, municipal,12744,Crime severity index,v65806553,30.9,90.27
2013,Windsor, Quebec,, municipal,24357,Crime severity index,v65808833,220.9,..
2013,Windsor, Ontario,, municipal,35331,Crime severity index,v65811053,405.9,81.77
2013,Wingham, Ontario,, municipal,35332,Crime severity index,v65811065,406.9,64.81
2013,Winkler, Manitoba,, municipal,46061,Crime severity index,v65811533,445.9,45.65
2013,Winnipeg, Manitoba,, municipal,46064,Crime severity index,v65811545,446.9,87.54
2013,Wolfville, Nova Scotia,, municipal,12056,Crime severity index,v65961702,704.9,..
2013,Wood Buffalo, Alberta, Royal Canadian Mounted Police, municipal,48756,Crime severity index,v65812769,548.9,100.60
2013,Woodstock, Ontario,, municipal,35013,Crime severity index,v65809085,241.9,60.98
2013,Woodstock, New Brunswick,, municipal,13037,Crime severity index,v65806769,48.9,107.23
2013,Wrigley, Northwest Territories, Royal Canadian Mounted Police, rural,61003,Crime severity index,v66460746,20.1,0
2013,Wynyard, Saskatchewan, Royal Canadian Mounted Police, municipal,47936,Crime severity index,v65812409,518.9,..
2013,W�linak, Quebec,, municipal,24256,Crime severity index,v65808329,178.9,..
2013,Yarmouth, Nova Scotia, Royal Canadian Mounted Police, municipal,12834,Crime severity index,v65806613,35.9,131.34
2013,Yellow Grass, Saskatchewan,, municipal,47102,Crime severity index,v65961642,699.9,..
2013,Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural,61779,Crime severity index,v66461214,59.1,..
2013,Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural,61775,Crime severity index,v66461178,56.1,..
2013,Yellowknife, Northwest Territories, Royal Canadian Mounted Police, rural,61774,Crime severity index,v66461166,55.1,229.1
2013,Yellowknife (Coast Guard auxiliary), Northwest Territories, Royal Canadian Mounted Police, rural,61709,Crime severity index,v66460866,30.1,0
2013,York Region (Markham/Vaughn), Ontario,, municipal,35335,Crime severity index,v65811077,407.9,32.43
2013,Yorkton, Saskatchewan, Royal Canadian Mounted Police, municipal,47931,Crime severity index,v65812397,517.9,134.84
